Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Machine failure,Tool wear failure,Heat dissipation failure,Power failure,Overstrain failure,Random failure,power,temperature difference,high_temperature_flag,high_torque_flag,low_rotational_speed_flag,wear_Stress
L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,7.23434554973822,9.400000000000034,1,0,1,4775.2
L,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,6.287497382198953,9.300000000000011,1,0,0,3782.3999999999996
L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,5.702303664921466,9.300000000000011,1,0,0,3479.0
L,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,8.43095287958115,9.399999999999977,1,1,1,6380.0
L,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,5.880188481675393,9.300000000000011,1,0,0,3529.2000000000003
M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,5.777089005235602,9.399999999999977,1,0,0,3494.4
M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,5.961486910994765,9.400000000000034,1,0,0,3755.7000000000003
M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,5.527225130890052,9.399999999999977,1,0,0,3795.0
M,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,6.043664921465968,9.400000000000034,1,0,0,4101.9
L,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,5.65717277486911,9.300000000000011,1,0,0,3944.0
L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,5.7408376963350785,9.200000000000045,1,0,0,4425.0
H,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,6.925068062827225,9.199999999999989,1,0,1,5976.0
H,303.3,312.6,1692,29.0,125,0,0,0,0,0,0,5.138010471204188,9.300000000000011,1,0,0,3625.0
L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,4.2451099476439795,9.199999999999989,1,0,0,2678.0
H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,4.6296753926701575,9.300000000000011,1,0,0,3194.4
M,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,6.889916230366492,9.300000000000011,1,0,0,6452.7
L,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,6.740523560209424,9.300000000000011,1,0,0,6160.0
L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,5.281685863874346,9.399999999999977,1,0,0,4359.4
L,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,7.645759162303665,9.400000000000034,1,1,1,8208.0
L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,6.342219895287958,9.300000000000011,1,0,0,5825.4
L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,5.917832460732984,9.400000000000034,1,0,0,5224.4
L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,5.9002303664921465,9.5,1,0,0,5460.0
H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,5.968837696335079,9.5,1,0,0,6171.2
M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,4.937403141361256,9.399999999999977,1,0,0,4191.9
M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,5.2366492146596855,9.399999999999977,1,0,0,4800.0
H,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,5.980659685863874,9.5,1,0,0,6177.7
H,303.0,312.4,1627,37.1,168,0,0,0,0,0,0,6.320596858638744,9.399999999999977,1,0,0,6232.8
L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,7.167486910994764,9.400000000000034,1,0,0,8252.1
H,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,7.394890052356021,9.400000000000034,1,0,0,8189.999999999999
M,302.9,312.3,1809,25.0,180,0,0,0,0,0,0,4.7356020942408374,9.400000000000034,1,0,0,4500.0
L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,6.472460732984293,9.400000000000034,1,0,0,7466.4
L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,5.59130890052356,9.400000000000034,1,0,0,6456.5
H,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,8.043979057591622,9.5,1,1,1,10752.5
L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,4.06,9.5,1,0,0,3667.2000000000003
L,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,5.989005235602094,9.5,1,0,0,7158.599999999999
L,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,6.313947643979058,9.5,1,0,0,8173.200000000001
L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,5.866492146596858,9.5,1,0,0,7425.0
L,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,4.667748691099477,9.599999999999966,1,0,0,5400.0
L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,6.0096753926701565,9.5,1,0,0,6827.599999999999
L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,6.346722513089005,9.5,1,0,0,8221.199999999999
M,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,6.8446073298429315,9.5,1,0,0,9476.0
H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,4.940586387434555,9.400000000000034,1,0,0,5622.099999999999
L,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,6.460523560209424,9.300000000000011,1,0,0,8988.0
L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,7.50261780104712,9.399999999999977,1,0,0,10800.0
M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,7.347434554973822,9.5,1,0,0,10682.0
L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,7.023099476439791,9.5,1,0,0,10851.1
H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,7.32959162303665,9.5,1,0,0,10525.6
L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,5.6624921465968585,9.5,1,0,0,7843.2
L,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,6.234157068062828,9.399999999999977,1,0,0,9246.0
L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,6.570659685863875,9.5,1,0,0,9883.2
M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,9.316335078534031,9.5,1,1,1,16497.0
L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,5.8918534031413605,9.599999999999966,1,0,0,8721.599999999999
L,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,6.331214659685864,9.599999999999966,1,0,0,9488.300000000001
M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,6.3312251308900525,9.5,1,0,0,10290.7
L,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,4.8125340314136125,9.5,1,0,0,5831.599999999999
H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,7.948879581151833,9.599999999999966,1,1,0,13234.8
L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,7.160743455497381,9.699999999999989,1,0,0,11621.3
M,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,8.343371727748691,9.699999999999989,1,1,0,13864.4
L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,7.216596858638743,9.600000000000023,1,0,0,0.0
L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,4.941696335078534,9.600000000000023,1,0,0,50.8
H,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,6.864314136125654,9.699999999999989,1,0,0,184.4
L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,7.363643979057592,9.699999999999989,1,0,0,438.3
L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,6.807120418848167,9.699999999999989,1,0,1,525.8
L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,5.074261780104712,9.699999999999989,1,0,0,322.40000000000003
L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,5.625549738219895,9.799999999999955,1,0,0,495.0
L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,6.632314136125655,9.699999999999989,1,0,0,751.4000000000001
M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,7.641413612565445,9.800000000000011,1,0,0,978.5
L,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,6.031706806282722,9.800000000000011,1,0,0,866.8
L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,8.329549738219894,9.700000000000045,1,1,1,1437.6
H,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,5.820188481675392,9.800000000000011,1,0,0,946.4
L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,5.509549738219895,9.699999999999989,1,0,0,1063.3
M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,7.426492146596859,9.799999999999955,1,0,0,1659.8999999999999
L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,5.266806282722513,9.699999999999989,1,0,0,1090.8
L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,6.646994764397905,9.799999999999955,1,0,0,1740.3999999999999
L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,6.089717277486911,9.799999999999955,1,0,0,1664.0
L,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,7.386534031413612,9.699999999999989,1,1,1,2242.7999999999997
L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,5.414701570680628,9.699999999999989,1,0,0,1504.8000000000002
M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,6.001633507853404,9.699999999999989,1,0,0,1683.6000000000001
M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,6.626073298429319,9.699999999999989,1,0,0,2180.5
L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,5.484251308900523,9.699999999999989,1,0,0,1653.6000000000001
L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,6.560575916230366,9.599999999999966,1,0,0,2457.0
L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,5.185602094240838,9.699999999999989,1,0,0,1562.3999999999999
L,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,6.83434554973822,9.699999999999989,1,0,0,2436.0
L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,7.733371727748691,9.699999999999989,1,0,0,3114.0
L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,7.196534031413612,9.699999999999989,1,0,0,2932.6
L,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,5.727329842931937,9.599999999999966,1,0,0,2201.6
L,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,5.03765445026178,9.699999999999989,1,0,0,1874.3999999999999
L,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,6.64406282722513,9.699999999999989,1,0,0,2951.2
L,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,6.73407329842932,9.599999999999966,1,0,0,3234.0
L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,7.384816753926701,9.600000000000023,1,0,0,3276.0
L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,5.185507853403141,9.600000000000023,1,0,0,2249.6
M,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,6.718366492146597,9.5,1,0,0,3199.6
M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,5.432575916230366,9.600000000000023,1,0,0,2441.1
M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,6.772942408376963,9.700000000000045,1,0,0,3804.7999999999997
L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,5.656994764397906,9.600000000000023,1,0,0,2728.5
L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,5.192984293193717,9.5,1,0,0,2653.5
H,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,5.334031413612565,9.5,1,0,0,2670.0
M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,6.253068062827225,9.600000000000023,1,0,0,4032.6
L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,7.338785340314136,9.599999999999966,1,0,1,5024.599999999999
M,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,6.988146596858639,9.699999999999989,1,0,0,4633.2
L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,4.217549738219895,9.699999999999989,1,0,0,2029.8
M,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,5.539350785340314,9.800000000000011,1,0,0,3338.4
L,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,6.344617801047121,9.799999999999955,1,0,0,4290.7
L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,6.765078534031414,9.699999999999989,1,0,0,4806.900000000001
L,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,6.788670157068062,9.699999999999989,1,0,0,4639.799999999999
L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,3.682502617801047,9.699999999999989,1,0,0,1706.3
H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,6.295968586387435,9.699999999999989,1,0,0,4818.5
L,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,6.954638743455497,9.699999999999989,1,0,1,5856.0
M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,5.82171727748691,9.699999999999989,1,0,0,4367.599999999999
L,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,6.396554973821989,9.600000000000023,1,0,0,5262.5
L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,6.149968586387435,9.5,1,0,0,5105.400000000001
M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,4.663089005235602,9.5,1,0,0,3031.5
M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,5.3983560209424075,9.5,1,0,0,4342.8
M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,5.653130890052356,9.5,1,0,0,4549.5
L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,6.674282722513089,9.5,1,0,0,5809.8
L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,7.470397905759163,9.399999999999977,1,0,0,6874.0
M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,5.768439790575916,9.399999999999977,1,0,0,5126.2
M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,7.304910994764398,9.400000000000034,1,0,1,7554.5
L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,4.50986387434555,9.400000000000034,1,0,0,3374.4
L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,5.688251308900523,9.5,1,0,0,5220.0
M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,5.7500418848167545,9.5,1,0,0,5031.2
L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,7.3809424083769635,9.5,1,0,0,7672.5
M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,6.674575916230367,9.400000000000034,1,0,0,7017.900000000001
L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,7.44358115183246,9.5,1,0,0,8224.0
L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,5.522890052356021,9.5,1,0,0,4843.8
M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,6.403926701570681,9.5,1,0,0,6970.0
M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,5.891884816753927,9.5,1,0,0,5928.5
L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,8.625675392670157,9.600000000000023,1,1,1,10404.0
L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,8.388565445026178,9.5,1,1,0,9941.6
L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,7.4255706806282715,9.5,1,0,0,9013.199999999999
M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,6.767350785340314,9.400000000000034,1,0,0,8254.4
L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,6.54709947643979,9.5,1,0,1,8377.199999999999
M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,6.354973821989529,9.5,1,0,0,7602.0
L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,4.892094240837697,9.400000000000034,1,0,0,4876.0
L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,5.752366492146598,9.5,1,0,0,6342.6
M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,5.257005235602095,9.400000000000034,1,0,0,6034.8
H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,5.57151832460733,9.400000000000034,1,0,0,6876.0
L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,5.315026178010471,9.399999999999977,1,0,0,5586.0
L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,5.000795811518325,9.5,1,0,0,5306.400000000001
M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,4.5863874345549736,9.5,1,0,0,4380.0
M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,4.837465968586388,9.5,1,0,0,5135.900000000001
L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,7.17738219895288,9.5,1,0,1,10506.0
L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,6.843979057591623,9.599999999999966,1,0,0,8944.0
M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,6.730774869109947,9.5,1,0,0,8379.0
L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,7.9104712041884815,9.5,1,0,0,11097.300000000001
L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,5.493717277486911,9.5,1,0,0,7525.0
L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,9.238534031413613,9.5,1,1,1,0.0
M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,8.283769633507854,9.5,1,1,1,117.2
M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,7.110010471204188,9.5,1,0,1,254.5
L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,8.227183246073299,9.599999999999966,1,1,0,456.8
L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,7.090680628272251,9.599999999999966,1,0,0,495.0
H,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,7.815183246073299,9.600000000000023,1,1,1,660.0
M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,4.835183246073298,9.600000000000023,1,0,0,408.0
M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,6.496335078534031,9.600000000000023,1,0,0,800.0
M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,4.224460732984293,9.600000000000023,1,0,0,487.59999999999997
H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,7.225958115183247,9.400000000000034,1,0,0,1266.2
L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,5.901068062827226,9.400000000000034,1,0,0,1091.2
L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,6.05890052356021,9.400000000000034,1,0,0,1237.5
L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,7.880596858638743,9.5,1,0,0,1830.5
H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,5.083780104712042,9.399999999999977,1,0,0,1084.1000000000001
L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,7.786178010471204,9.399999999999977,1,0,0,2142.0
L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,5.009465968586387,9.399999999999977,1,0,0,1205.6
L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,5.35586387434555,9.300000000000011,1,0,0,1403.0
L,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,6.350575916230366,9.300000000000011,1,0,0,1915.1999999999998
L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,7.887089005235602,9.300000000000011,1,1,0,2755.0
L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,5.7673821989528795,9.399999999999977,1,0,0,1898.0
L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,7.631958115183246,9.300000000000011,1,0,0,2775.6
L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,4.162031413612565,9.300000000000011,1,0,0,1136.8
L,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,5.442282722513089,9.399999999999977,1,0,0,1792.1999999999998
M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,7.647706806282722,9.399999999999977,1,0,0,3018.0
L,302.7,312.0,1828,24.0,63,0,0,0,0,0,0,4.59392670157068,9.300000000000011,1,0,0,1512.0
H,302.7,312.0,1484,41.5,65,0,0,0,0,0,0,6.448795811518325,9.300000000000011,1,0,0,2697.5
L,302.6,312.0,1674,32.2,70,0,0,0,0,0,0,5.644272251308901,9.399999999999977,1,0,0,2254.0
L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,7.5053403141361255,9.299999999999955,0,0,0,3564.0
M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,4.046,9.300000000000011,0,0,0,1413.4
L,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,7.206785340314137,9.399999999999977,0,0,0,3649.7999999999997
M,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,7.049214659685864,9.399999999999977,1,0,0,3555.0
L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,6.860659685863874,9.299999999999955,0,0,0,3845.7999999999997
L,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,5.948931937172775,9.299999999999955,0,0,0,3284.4
M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,5.553424083769634,9.399999999999977,0,0,0,2992.7999999999997
L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,5.283738219895287,9.299999999999955,0,0,0,2750.1
M,302.6,312.0,1363,45.7,91,0,0,0,0,0,0,6.52241884816754,9.399999999999977,1,0,1,4158.7
L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,7.146387434554974,9.399999999999977,0,0,0,4220.599999999999
M,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,6.224251308900524,9.399999999999977,0,0,0,3724.7999999999997
L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,7.376502617801046,9.400000000000034,0,0,0,5039.099999999999
M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,6.429958115183246,9.400000000000034,0,0,0,4029.8999999999996
M,302.3,311.8,1355,50.1,104,0,0,0,0,0,0,7.108429319371727,9.5,0,0,1,5210.400000000001
M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,5.874261780104712,9.399999999999977,0,0,0,3991.1
L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,7.202261780104712,9.400000000000034,0,0,0,5126.0
L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,4.847633507853403,9.300000000000011,0,0,0,3012.7999999999997
M,302.3,311.7,1494,37.1,114,0,0,0,0,0,0,5.803916230366492,9.399999999999977,0,0,0,4229.400000000001
L,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,6.6730366492146596,9.399999999999977,0,0,0,5089.5
M,302.3,311.8,1363,54.0,119,1,0,0,0,0,0,7.707015706806283,9.5,0,1,1,6426.0
L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0,5.17696335078534,9.400000000000034,0,0,0,3660.0
M,302.3,311.8,1879,23.0,124,0,0,0,0,0,0,4.525340314136126,9.5,0,0,0,2852.0
H,302.3,311.7,1482,39.0,127,0,0,0,0,0,0,6.0521465968586385,9.399999999999977,0,0,0,4953.0
L,302.4,311.8,1493,38.4,132,0,0,0,0,0,0,6.003267015706806,9.400000000000034,0,0,0,5068.8
L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0,6.3322094240837705,9.400000000000034,0,0,0,5654.8
L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,6.098429319371728,9.399999999999977,0,0,0,5657.6
L,302.4,311.8,1255,59.0,138,0,0,0,0,0,0,7.7534031413612565,9.400000000000034,0,1,1,8142.0
L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,7.023832460732985,9.5,0,0,0,6384.0
H,302.2,311.6,1357,44.2,142,0,0,0,0,0,0,6.280565445026178,9.400000000000034,0,0,1,6276.400000000001
L,302.3,311.7,1453,41.2,147,0,0,0,0,0,0,6.268439790575917,9.399999999999977,0,0,0,6056.400000000001
M,302.3,311.7,1540,28.9,149,0,0,0,0,0,0,4.660314136125654,9.399999999999977,0,0,0,4306.099999999999
L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0,5.915811518324608,9.5,0,0,0,5350.400000000001
H,302.3,311.9,1374,52.4,154,0,0,0,0,0,0,7.539015706806282,9.599999999999966,0,0,0,8069.599999999999
M,302.3,311.9,1508,42.3,159,0,0,0,0,0,0,6.679413612565445,9.599999999999966,0,0,0,6725.7
H,302.4,311.9,1366,47.3,162,0,0,0,0,0,0,6.765633507853403,9.5,0,0,0,7662.599999999999
H,302.5,312.0,1579,35.7,167,0,0,0,0,0,0,5.902649214659686,9.5,1,0,0,5961.900000000001
L,302.5,311.9,1306,59.7,172,0,0,0,0,0,1,8.164209424083769,9.399999999999977,0,1,1,10268.4
M,302.5,312.0,1521,40.2,174,0,0,0,0,0,0,6.402534031413613,9.5,1,0,0,6994.8
L,302.5,312.0,1411,44.2,177,0,0,0,0,0,0,6.530492146596859,9.5,1,0,0,7823.400000000001
H,302.5,312.0,1357,42.0,179,0,0,0,0,0,0,5.967958115183246,9.5,1,0,1,7518.0
M,302.5,312.0,1436,43.5,184,0,0,0,0,0,0,6.540942408376964,9.5,1,0,0,8004.0
L,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,6.5209738219895295,9.399999999999977,0,0,0,7498.7
M,302.5,312.0,1451,43.2,189,0,0,0,0,0,0,6.563685863874346,9.5,1,0,0,8164.8
L,302.4,311.9,1541,37.9,192,0,0,0,0,0,0,6.115591623036648,9.5,0,0,0,7276.799999999999
M,302.3,311.7,1341,46.3,194,0,0,0,0,0,0,6.501392670157068,9.399999999999977,0,0,1,8982.199999999999
L,302.3,311.7,1648,32.1,197,0,0,0,0,0,0,5.539350785340314,9.399999999999977,0,0,0,6323.700000000001
M,302.3,311.7,1640,31.5,199,0,0,0,0,0,0,5.4094240837696335,9.399999999999977,0,0,0,6268.5
L,302.4,311.8,1416,46.1,202,0,0,0,0,0,0,6.835350785340314,9.400000000000034,0,0,0,9312.2
L,302.4,311.9,1671,29.9,204,0,0,0,0,0,0,5.2317172774869105,9.5,0,0,0,6099.599999999999
L,302.4,312.0,1457,45.5,206,0,0,0,0,0,0,6.9417277486910995,9.600000000000023,1,0,0,9373.0
M,302.5,312.0,1445,54.8,0,0,0,0,0,0,0,8.2917277486911,9.5,1,1,0,0.0
L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0,6.200251308900524,9.600000000000023,1,0,0,115.80000000000001
L,302.4,312.0,1508,36.9,5,0,0,0,0,0,0,5.826722513089005,9.600000000000023,1,0,0,184.5
M,302.4,312.1,1492,47.7,7,0,0,0,0,0,0,7.452188481675393,9.700000000000045,1,0,0,333.90000000000003
L,302.4,312.0,1562,37.9,10,0,0,0,0,0,0,6.198931937172774,9.600000000000023,1,0,0,379.0
L,302.4,312.0,1545,36.4,12,0,0,0,0,0,0,5.8887958115183245,9.600000000000023,1,0,0,436.79999999999995
L,302.5,312.2,1738,25.3,14,0,0,0,0,0,0,4.604335078534032,9.699999999999989,1,0,0,354.2
L,302.4,312.0,1305,49.1,16,0,0,0,0,0,0,6.709476439790576,9.600000000000023,1,0,1,785.6
H,302.4,312.0,1477,39.7,18,0,0,0,0,0,0,6.1399895287958115,9.600000000000023,1,0,0,714.6
H,302.4,312.0,1457,43.4,23,0,0,0,0,0,0,6.621340314136125,9.600000000000023,1,0,0,998.1999999999999
L,302.4,312.1,1455,40.4,28,0,0,0,0,0,0,6.155183246073299,9.700000000000045,1,0,0,1131.2
L,302.5,312.2,1574,38.7,30,0,0,0,0,0,0,6.3784083769633515,9.699999999999989,1,0,0,1161.0
L,302.6,312.2,1695,27.1,32,0,0,0,0,0,0,4.809895287958115,9.599999999999966,1,0,0,867.2
M,302.6,312.2,1458,38.8,34,0,0,0,0,0,0,5.923602094240837,9.599999999999966,1,0,0,1319.1999999999998
M,302.5,312.1,1454,47.6,37,0,0,0,0,0,0,7.247162303664922,9.600000000000023,1,0,0,1761.2
L,302.5,312.0,2052,18.9,40,0,0,0,0,0,0,4.06102617801047,9.5,1,0,0,756.0
